0.042025,0.04139,0.040571,0.042294,0.039948,0.040449,0.040412,0.039593,0.040253,0.043944,0.052754,0.074017,0.098103,0.058095,0.031284,0.0063667,0.037516,0.053207,0.052522,0.049235,0.04497,0.047329,0.045789,0.046962,0.047402,0.047219,0.049357,0.04976,0.051007,0.052889,0.054013,0.057789,0.058742,1
0.038066,0.03886,0.038555,0.037553,0.037626,0.035805,0.037088,0.035903,0.033972,0.041756,0.05086,0.072282,0.097883,0.050848,0.00655,0.016461,0.046143,0.050653,0.04387,0.041671,0.041145,0.041915,0.042929,0.0415,0.043797,0.043626,0.044469,0.045899,0.046241,0.047781,0.051141,0.050836,0.054184,1
0.034485,0.03264,0.034094,0.0322,0.033019,0.032664,0.031736,0.032078,0.029952,0.030917,0.042428,0.055443,0.082669,0.087313,0.028143,0,0.032347,0.049321,0.045972,0.038799,0.036929,0.035671,0.037638,0.037882,0.03765,0.039838,0.039312,0.041084,0.041695,0.042673,0.045703,0.045752,0.048514,1
0.034192,0.03363,0.031992,0.032787,0.030929,0.032738,0.03209,0.031736,0.030795,0.032701,0.043504,0.062335,0.090845,0.075007,0.017438,0.004497,0.040045,0.04805,0.042282,0.037186,0.037467,0.039312,0.038151,0.040107,0.039825,0.040742,0.041634,0.041671,0.043369,0.045398,0.045667,0.049504,0.050396,1
0.038762,0.037076,0.03765,0.037931,0.036379,0.037736,0.035817,0.036441,0.036514,0.036111,0.045386,0.056103,0.082266,0.086702,0.031821,0.0046925,0.01255,0.042624,0.052412,0.046693,0.044347,0.043308,0.043198,0.044836,0.044103,0.044714,0.046498,0.046547,0.049149,0.048636,0.052693,0.053976,0.054807,1
0.04007,0.042025,0.040913,0.040253,0.041255,0.039031,0.040718,0.039838,0.038408,0.040424,0.049149,0.063594,0.089305,0.085602,0.03088,0.0068677,0.038518,0.055638,0.050665,0.048111,0.045263,0.045752,0.04695,0.046033,0.04816,0.048257,0.049125,0.051068,0.05031,0.051826,0.054978,0.055382,0.058608,1
0.042453,0.043296,0.042673,0.041219,0.041976,0.040864,0.041487,0.040485,0.038542,0.046327,0.054196,0.077378,0.10585,0.074017,0.021043,0.021764,0.040656,0.058901,0.051777,0.047414,0.045703,0.04618,0.048502,0.047121,0.048697,0.049308,0.049675,0.051813,0.051703,0.054575,0.055602,0.055712,0.060954,1
0.045581,0.044787,0.044714,0.044872,0.042795,0.043504,0.043614,0.043418,0.041964,0.047707,0.059011,0.081582,0.11079,0.068714,0.017414,0.029548,0.05719,0.057997,0.051031,0.04805,0.047659,0.049003,0.04849,0.050139,0.049211,0.050628,0.052424,0.051985,0.05504,0.055467,0.058144,0.059805,0.060917,1
0.057398,0.056726,0.058192,0.056457,0.054612,0.056934,0.059683,0.058657,0.058522,0.054282,0.062433,0.079272,0.10772,0.086934,0.036062,0.023952,0.054612,0.067492,0.065158,0.055443,0.055541,0.055333,0.056457,0.055687,0.05449,0.055113,0.056164,0.060734,0.063264,0.062103,0.066074,0.06781,0.068188,1
0.044469,0.043247,0.044995,0.043418,0.041341,0.04387,0.041585,0.043626,0.041084,0.045263,0.056457,0.063056,0.087118,0.101,0.041732,0.0095928,0.03787,0.059414,0.056323,0.04998,0.049052,0.049492,0.050042,0.052449,0.051484,0.053072,0.053585,0.054306,0.057105,0.057215,0.060294,0.061015,0.061382,1
0.048477,0.049773,0.048294,0.048025,0.04893,0.046363,0.048172,0.046742,0.045862,0.056848,0.068408,0.096466,0.1097,0.051765,0.016803,0.026066,0.059439,0.064461,0.055638,0.052913,0.051923,0.053292,0.053695,0.052864,0.05526,0.054111,0.056139,0.05774,0.058095,0.060759,0.061638,0.063801,0.066258,1
0.04673,0.046302,0.046828,0.044995,0.045997,0.045153,0.04464,0.045508,0.042282,0.04563,0.055443,0.070901,0.10164,0.093643,0.036331,0.014359,0.048991,0.063142,0.054551,0.051117,0.049956,0.049064,0.050274,0.049797,0.050213,0.052486,0.051471,0.054453,0.054172,0.055663,0.058645,0.058877,0.062738,1
0.045911,0.04442,0.04563,0.044151,0.043699,0.044127,0.042636,0.04354,0.041219,0.046266,0.05719,0.079016,0.11013,0.074531,0.021116,0.024831,0.05526,0.05972,0.052999,0.047903,0.050042,0.048624,0.050066,0.050433,0.049809,0.051569,0.053109,0.052473,0.055101,0.055113,0.058779,0.060392,0.06148,1
0.049467,0.044408,0.041817,0.036233,0.036685,0.039899,0.038921,0.040498,0.039398,0.040681,0.050188,0.064449,0.096368,0.076376,0.028986,0.012037,0.023402,0.057887,0.059304,0.052864,0.051899,0.051178,0.049907,0.047805,0.049785,0.046094,0.051325,0.050653,0.049394,0.052657,0.054722,0.058816,0.060197,1
0.036526,0.035805,0.036294,0.036441,0.037247,0.040705,0.035121,0.039459,0.037687,0.041487,0.051227,0.069117,0.095586,0.065891,0.014811,0.0099961,0.043528,0.055052,0.051545,0.047121,0.047475,0.048624,0.049125,0.051007,0.049907,0.051361,0.05251,0.054477,0.055773,0.055907,0.05719,0.06016,0.060514,1
